IPR004526	Glutamyl-tRNA synthetase, archaeal/eukaryotic cytosolic  Cellular Process	interpro	family		MF_02076,TIGR00463	GO:0000166,GO:0004818,GO:0005524,GO:0006424,GO:0005737
IPR004529	Phenylalanyl-tRNA synthetase, class IIc, alpha subunit  Cellular Process	interpro	family		TIGR00468	GO:0000166,GO:0004826,GO:0005524,GO:0006432,GO:0005737
IPR004530	Phenylalanyl-tRNA synthetase, class IIc, mitochondrial  Cellular Process	interpro	family		TIGR00469	GO:0000166,GO:0004826,GO:0005524,GO:0006432,GO:0005737
IPR004531	Phenylalanyl-tRNA synthetase, class IIc, beta subunit, archaeal/eukaryotic type  Cellular Process	interpro	family		TIGR00471	GO:0000166,GO:0004826,GO:0005524,GO:0006432,GO:0005737
IPR004534	L-seryl-tRNA(Sec) selenium transferase  Cellular Process	interpro	family		MF_00423,TIGR00474	GO:0004125,GO:0001514,GO:0005737
IPR004641	Ribonuclease HIII  Cellular Process	interpro	family		MF_00053,TIGR00716,PIRSF037748	GO:0004523,GO:0016070,GO:0005737
IPR005148	Arginyl tRNA synthetase N-terminal domain  Cellular Process	interpro	domain		SM01016,PF03485	GO:0000166,GO:0004814,GO:0005524,GO:0006420,GO:0005737
IPR005574	RNA polymerase subunit Rpb4/RPC9  Cellular Process	interpro	family		PF03874	GO:0006352,GO:0030880
IPR006194	Glycine-tRNA synthetase, heterodimeric  Cellular Process	interpro	family		PTHR30075,PS50861	GO:0000166,GO:0004820,GO:0005524,GO:0006426,GO:0005737
IPR006811	RNA polymerase II subunit A  Cellular Process	interpro	family		PF04722,PTHR20383	GO:0004721,GO:0006397,GO:0005634
IPR006886	DNA-directed RNA polymerase III subunit Rpc5  Cellular Process	interpro	family		PTHR12069,PF04801	GO:0006351,GO:0005634
IPR006973	Pre-mRNA-splicing factor Cwf15/Cwc15  Cellular Process	interpro	family		PF04889,PTHR12718	GO:0000398,GO:0005681
IPR006984	rRNA-processing protein Fcf1/Utp23  Cellular Process	interpro	family		PF04900	GO:0032040
IPR007133	RNA polymerase II associated factor Paf1  Cellular Process	interpro	family		PF03985,PTHR23188	GO:0006368,GO:0016593
IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2  Cellular Process	interpro	domain		PF04557	GO:0000166,GO:0004819,GO:0005524,GO:0006425,GO:0005737
IPR007639	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain, N-terminal  Cellular Process	interpro	domain		PF04558	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR007811	DNA-directed RNA polymerase III subunit RPC4  Cellular Process	interpro	family		PTHR13408,PF05132	GO:0003677,GO:0006383,GO:0005666
IPR007832	RNA polymerase Rpc34  Cellular Process	interpro	family		PF05158,PIRSF028763	GO:0006383,GO:0005666
IPR007898	RNA polymerase I-specific transcription initiation factor Rrn10, Saccharomycetes  Cellular Process	interpro	family		PIRSF009867	GO:0001165,GO:0042790,GO:0000500
IPR008111	RNA-binding motif protein 8  Cellular Process	interpro	family		PTHR45894,PR01738	GO:0003723,GO:0006396,GO:0005634,GO:0005737
IPR009332	Mediator of RNA polymerase II transcription subunit 22  Cellular Process	interpro	family		PF06179,PTHR12434	GO:0003712,GO:0006357,GO:0016592
IPR009674	DNA-directed RNA polymerase I subunit RPA2, domain 4  Cellular Process	interpro	domain		PF06883	GO:0003899,GO:0006351,GO:0005634
IPR010301	Ribosomal RNA processing protein 1  Cellular Process	interpro	family		PTHR13026,PF05997	GO:0006364,GO:0030688
IPR010559	Signal transduction histidine kinase, internal region  Cellular Process	interpro	domain		PF06580	GO:0000155,GO:0000160,GO:0016020
IPR010678	U3 small nucleolar RNA-associated protein 25  Cellular Process	interpro	family		PTHR12933	GO:0034511,GO:0006364,GO:0005730
IPR010684	RNA polymerase II transcription factor SIII, subunit A  Cellular Process	interpro	family		PF06881	GO:0006368,GO:0005634,GO:0070449
IPR011425	Mediator of RNA polymerase II transcription subunit 9  Cellular Process	interpro	family		PF07544	GO:0003712,GO:0006357,GO:0016592
IPR012476	mRNA export factor GLE1-like  Cellular Process	interpro	family		PTHR12960,PF07817	GO:0016973,GO:0005643
IPR012579	U3 small nucleolar RNA-associated protein NOL7, C-terminal  Cellular Process	interpro	domain		PF08157	GO:0005634
IPR012739	Pyrrolysyl-tRNA ligase  Cellular Process	interpro	family		MF_01573	GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR012796	Lysidine-tRNA(Ile) synthetase, C-terminal  Cellular Process	interpro	domain		PF11734,SM00977,TIGR02433	GO:0000166,GO:0005524,GO:0016879,GO:0008033,GO:0005737
IPR012915	Reovirus RNA-dependent RNA polymerase lambda 3  Cellular Process	interpro	family		PF07925	GO:0003723,GO:0003968,GO:0032774,GO:0019013
IPR012920	Ribosomal RNA methyltransferase, SPB1-like, C-terminal  Cellular Process	interpro	domain		PF07780	GO:0008168,GO:0006364,GO:0005634
IPR013699	Signal recognition particle, SRP72 subunit, RNA-binding  Cellular Process	interpro	domain		PF08492	GO:0008312,GO:0006614,GO:0048500
IPR013893	Ribonuclease P protein subunit Rpp40  Cellular Process	interpro	family		PTHR15396,PF08584	GO:0001682,GO:0030677
IPR013924	Ribonuclease H2, subunit C  Cellular Process	interpro	family		cd09271,PF08615	GO:0006401,GO:0032299
IPR013934	U3 small nucleolar RNA-associated protein 13, C-terminal  Cellular Process	interpro	domain		PF08625	GO:0006364,GO:0032040
IPR014789	Poly(A)-specific ribonuclease, RNA-binding  Cellular Process	interpro	domain		PF08675	GO:0003723,GO:0004535,GO:0046872,GO:0006402,GO:0005634,GO:0005737
IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14  Cellular Process	interpro	family		PTHR12133,PS51620,PIRSF017269	GO:0160107,GO:0030488,GO:0031515
IPR015011	Threonyl-tRNA synthetase, editing domain, archaea  Cellular Process	interpro	domain		PF08915	GO:0004829,GO:0005524,GO:0008270,GO:0005737
IPR015031	Capsid protein VP4, Picornavirus  Cellular Process	interpro	domain		PF08935	GO:0019030
IPR015245	Nuclear RNA export factor Tap, RNA-binding domain  Cellular Process	interpro	domain		PF09162	GO:0003723,GO:0006406,GO:0005737
IPR015262	tRNA(Ile)-lysidine synthase, substrate-binding domain  Cellular Process	interpro	domain		PF09179	GO:0000166,GO:0005524,GO:0016879,GO:0008033,GO:0005737
IPR015264	Prolyl-tRNA synthetase, class II, C-terminal, archaeal-type  Cellular Process	interpro	domain		PF09181	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR015273	Cysteinyl-tRNA synthetase, class Ia, DALR  Cellular Process	interpro	domain		SM00840,PF09190	GO:0000166,GO:0004817,GO:0005524,GO:0006423,GO:0005737
IPR015944	Glycine-tRNA ligase, beta subunit  Cellular Process	interpro	family		MF_00255,TIGR00211,PF02092,PR01045	GO:0000166,GO:0004820,GO:0005524,GO:0006426,GO:0005737
IPR016061	Proline-tRNA ligase, class II, C-terminal  Cellular Process	interpro	domain		SM00946,PF09180	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR016424	Cytochrome B pre-mRNA-processing protein 2  Cellular Process	interpro	family		PIRSF004611	GO:0003723,GO:0000372,GO:0005739
IPR016443	RNA 3'-terminal phosphate cyclase type 2  Cellular Process	interpro	family		cd00875,TIGR03400	GO:0042254,GO:0005730
IPR016530	Mediator of RNA polymerase II transcription subunit 22, Saccharomycetes  Cellular Process	interpro	family		PIRSF007936	GO:0003712,GO:0006357,GO:0016592
IPR016531	RNA polymerase I-specific transcription initiation factor Rrn6  Cellular Process	interpro	family		PIRSF007939	GO:0006361,GO:0070860
IPR016532	Mediator of RNA polymerase II transcription subunit 20  Cellular Process	interpro	family		PIRSF007945	GO:0003712,GO:0006357,GO:0016592
IPR016589	tRNA-splicing endonuclease, SEN2 subunit  Cellular Process	interpro	family		PIRSF011789	GO:0000213,GO:0006388,GO:0000214
IPR016629	TATA box-binding protein-associated factor RNA polymerase I subunit A, chordata  Cellular Process	interpro	family		PIRSF015161	GO:0006360,GO:0000120
IPR016685	RNA-induced silencing complex, nuclease component Tudor-SN  Cellular Process	interpro	family		PIRSF017179	GO:0031047,GO:0031332
IPR016690	tRNA-splicing endonuclease, SEN34 subunit  Cellular Process	interpro	family		PIRSF017250	GO:0000213,GO:0000379,GO:0000214
IPR016848	Ribonuclease P/MRP subunit Rpp29  Cellular Process	interpro	family		PIRSF027081,PTHR13348	GO:0033204,GO:0001682,GO:0006396,GO:0000172,GO:0030677
IPR016909	Ribosomal RNA large subunit methyltransferase F  Cellular Process	interpro	family		MF_01848,PIRSF029038	GO:0008988,GO:0006364,GO:0005737
IPR017075	mRNA capping enzyme, alpha subunit  Cellular Process	interpro	family		PIRSF036959	GO:0004484,GO:0006370,GO:0031533
IPR017173	Nuclear mRNA export protein Sac3  Cellular Process	interpro	family		PIRSF037320	GO:0006406,GO:0070390
IPR017237	rRNA (guanine-N2-)-methyltransferase, RlmG  Cellular Process	interpro	family		MF_01859,PIRSF037565	GO:0008990,GO:0031167,GO:0005737
IPR017244	Ribosomal RNA large subunit methyltransferase K/L  Cellular Process	interpro	family		MF_01858,PIRSF037618	GO:0008990,GO:0031167,GO:0005737
IPR017265	rRNA-processing protein Fyv7, fungi  Cellular Process	interpro	family		PIRSF037708	GO:0006364,GO:0005730
IPR017423	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6  Cellular Process	interpro	family		PF04189,PTHR12945,PIRSF038170	GO:0030488,GO:0031515
IPR017449	Prolyl-tRNA synthetase, class II  Cellular Process	interpro	homologous_superfamily		G3DSA:3.30.110.30,SSF64586	GO:0000166,GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR017710	Alternate ATP synthase, F1 complex, subunit alpha  Cellular Process	interpro	family		TIGR03324	GO:0046933,GO:0015986,GO:0045261
IPR018149	Lysyl-tRNA synthetase, class II, C-terminal  Cellular Process	interpro	domain		cd00775,PR00982	GO:0000166,GO:0004824,GO:0005524,GO:0006430,GO:0005737
IPR018162	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily  Cellular Process	interpro	homologous_superfamily		SSF101353	GO:0000166,GO:0004813,GO:0005524,GO:0006419,GO:0005737
IPR018669	Toxin-antitoxin system, mRNA interferase HigB  Cellular Process	interpro	family		PF09907	GO:0003723,GO:0004519,GO:0090304,GO:0110001
IPR018983	U3 small nucleolar RNA-associated protein 15, C-terminal  Cellular Process	interpro	domain		PF09384	GO:0006364,GO:0005730
IPR018999	RNA helicase UPF1, Cys/His rich zinc-binding domain  Cellular Process	interpro	domain		PS51997,cd21400,PF09416	GO:0003723,GO:0003724,GO:0005524,GO:0008270,GO:0000184,GO:0005737
IPR019464	RNA polymerase II elongation factor ELL, N-terminal  Cellular Process	interpro	domain		PF10390	GO:0006368,GO:0008023
IPR019499	Valyl-tRNA synthetase, tRNA-binding arm  Cellular Process	interpro	domain		PF10458	GO:0000166,GO:0004832,GO:0005524,GO:0006438,GO:0005737
IPR020059	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain  Cellular Process	interpro	domain		PF03950	GO:0000166,GO:0004812,GO:0005524,GO:0006418,GO:0005737
IPR020241	Ribonuclease P/MRP subunit Pop7, fungi  Cellular Process	interpro	family		PTHR28256	GO:0001682,GO:0006396,GO:0000172,GO:0005655
IPR020653	Tryptophan-tRNA ligase, archaea  Cellular Process	interpro	family		MF_00140_A	GO:0004830,GO:0005524,GO:0006436,GO:0005737
IPR020787	Ribonuclease HII, archaea  Cellular Process	interpro	family		MF_00052_A	GO:0004523,GO:0030145,GO:0006401,GO:0005737
IPR020791	Leucine-tRNA ligase, archaeal  Cellular Process	interpro	family		MF_00049_A	GO:0000166,GO:0004823,GO:0005524,GO:0006429,GO:0005737
IPR020998	Mediator of RNA polymerase II transcription subunit 3  Cellular Process	interpro	family		PF11593	GO:0003712,GO:0006357,GO:0016592
IPR022429	Alanine-tRNA ligase, archaea  Cellular Process	interpro	family		TIGR03683,MF_00036_A	GO:0000166,GO:0006419,GO:0005737
IPR022666	Large ribosomal subunit protein uL2, RNA-binding domain  Cellular Process	interpro	domain		PF00181	GO:0003735,GO:0006412,GO:0005840
IPR023251	Pre-mRNA-splicing factor Brr1  Cellular Process	interpro	family		PR02039	GO:0030532
IPR023678	Tyrosine-tRNA ligase, type 4  Cellular Process	interpro	family		MF_02009	GO:0004831,GO:0005524,GO:0006437,GO:0005737
IPR023684	Tyrosine-tRNA ligase, type 3  Cellular Process	interpro	family		MF_02008	GO:0004831,GO:0005524,GO:0006437,GO:0005737
IPR023716	Proline-tRNA ligase, class IIa, type 2  Cellular Process	interpro	family		MF_01570	GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR023717	Prolyl-tRNA synthetase, class IIa, type 1  Cellular Process	interpro	family		PIRSF001535,MF_01569	GO:0004827,GO:0005524,GO:0006433,GO:0005737
IPR024768	Meiosis regulator and mRNA stability factor 1  Cellular Process	interpro	family		PTHR14379	GO:0010468,GO:0005777
IPR025812	tRNA methyltransferase 10 homolog C, TRM10-type domain  Cellular Process	interpro	domain		cd18102	GO:0008033,GO:0005739
IPR026213	DNA-directed RNA polymerase II subunit GRINL1  Cellular Process	interpro	family		PR02085,PF15328	GO:0003711,GO:0006368,GO:0005634
IPR026699	Exosome complex RNA-binding protein 1/RRP40/RRP4  Cellular Process	interpro	family		PTHR21321	GO:0003723,GO:0000178
IPR027249	DNA-directed DNA/RNA polymerase mu  Cellular Process	interpro	family		PIRSF501176	GO:0003887,GO:0006281,GO:0005634
IPR027499	Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial  Cellular Process	interpro	family		MF_03151	GO:0050567,GO:0070681,GO:0005739,GO:0030956
IPR027513	RNA-splicing ligase RtcB homologue, eukaryotic  Cellular Process	interpro	family		MF_03144	GO:0170057,GO:0006388,GO:0072669
IPR027522	Probable alanine--tRNA ligase, plants  Cellular Process	interpro	family		MF_03134	GO:0009507
IPR027652	Pre-mRNA-processing-splicing factor 8  Cellular Process	interpro	family		PTHR11140	GO:0000398,GO:0005681
IPR028211	Pre-mRNA-splicing factor Ntr2  Cellular Process	interpro	family		PF15458	GO:0000390,GO:0071008
IPR028271	RNA guanine-N7 methyltransferase activating subunit  Cellular Process	interpro	family		PTHR48168,PF15320	GO:0003723,GO:0106005,GO:0031533
IPR028363	DNA-directed RNA polymerase, subunit RPB6  Cellular Process	interpro	family		PIRSF500154	GO:0003899,GO:0006351,GO:0005634,GO:0005665
IPR029138	snRNA-activating protein complex subunit 5  Cellular Process	interpro	family		PTHR15333,PF15497	GO:0006366,GO:0006384,GO:0005634
IPR032847	Pre-mRNA-processing factor 17  Cellular Process	interpro	family		PTHR43979	GO:0000398,GO:0071013
IPR033244	Mediator of RNA polymerase II transcription subunit 32  Cellular Process	interpro	family		PTHR35989	GO:0006355,GO:0009631,GO:0010150,GO:0048364,GO:0016592
IPR033599	RNA polymerase I transcription initiation factor TAF1B/Rrn7  Cellular Process	interpro	family		PTHR31576	GO:0001164,GO:0001188,GO:0006360,GO:0070860
IPR033757	Pre-mRNA-splicing regulator WTAP  Cellular Process	interpro	family		PF17098,PTHR15217	GO:0000381,GO:0016556,GO:0005634
IPR033759	Systemic RNA interference defective protein 5  Cellular Process	interpro	family		PF17204	GO:0035194,GO:0050658,GO:0005770
IPR034456	Mediator of RNA polymerase II transcription subunit 28  Cellular Process	interpro	family		PTHR39117	GO:0006355,GO:0016592
IPR034568	Mediator of RNA polymerase II transcription subunit 30  Cellular Process	interpro	family		PTHR36406	GO:0016592
IPR034680	tRNA N6-adenosine threonylcarbamoyltransferase Kae1, archaeal/eukaryotic  Cellular Process	interpro	family		MF_01446	GO:0002949,GO:0000408
IPR036695	Arginyl tRNA synthetase N-terminal domain superfamily  Cellular Process	interpro	homologous_superfamily		SSF55190,G3DSA:3.30.1360.70	GO:0000166,GO:0004814,GO:0005524,GO:0006420,GO:0005737
IPR036980	Ribonuclease P/MRP subunit Rpp29 superfamily  Cellular Process	interpro	homologous_superfamily		G3DSA:2.30.30.210	GO:0003723,GO:0008033,GO:0030677
IPR037080	Capsid protein VP4 superfamily, Picornavirus  Cellular Process	interpro	homologous_superfamily		G3DSA:4.10.90.10	GO:0019030
IPR037653	Cytochrome B pre-mRNA-processing protein 6  Cellular Process	interpro	family		PTHR28250	GO:0043022,GO:0005739,GO:0061671
IPR037685	RNA polymerase RBP11  Cellular Process	interpro	family		cd06926	GO:0001055,GO:0006366,GO:0005665
IPR038790	Mediator of RNA polymerase II transcription subunit 9, plant  Cellular Process	interpro	family		PTHR37188	GO:0016592
IPR038795	Mediator of RNA polymerase II transcription subunit 8, plant  Cellular Process	interpro	family		PTHR35552	GO:0016592
IPR038836	Mediator of RNA polymerase II transcription subunit 16  Cellular Process	interpro	family		PTHR35130	GO:0006355,GO:0016592
IPR038846	DNA-directed RNA polymerase III subunit RPC9  Cellular Process	interpro	family		PTHR15561	GO:0006384,GO:0005666
IPR038959	Pre-mRNA-processing factor 19  Cellular Process	interpro	family		PTHR43995	GO:0061630,GO:0000398,GO:0006281,GO:0000974
IPR039495	TATA box-binding protein-associated factor RNA polymerase I subunit A  Cellular Process	interpro	family		PF14929	GO:0006360,GO:0000120
IPR039601	RNA polymerase I-specific transcription initiation factor Rrn5  Cellular Process	interpro	family		PTHR28079	GO:0042790,GO:0000500
IPR039638	Mediator of RNA polymerase II transcription subunit 33A/B  Cellular Process	interpro	family		PTHR33739	GO:2000762,GO:0016592
IPR039748	DNA-directed RNA polymerase III subunit RPC3  Cellular Process	interpro	family		PTHR12949	GO:0003697,GO:0005666
IPR040456	Ribonuclease H2 subunit B  Cellular Process	interpro	family		cd09270,PTHR13383	GO:0032299
IPR042360	Aminoacyl tRNA synthase complex-interacting multifunctional protein 2  Cellular Process	interpro	family		PTHR13438	GO:0017101
IPR042376	Mediator of RNA polymerase II transcription subunit 26  Cellular Process	interpro	family		PTHR15201	GO:0006357,GO:0016592
IPR042777	tRNA-splicing endonuclease subunit Sen15, fungi  Cellular Process	interpro	family		PTHR28518	GO:0000379,GO:0000214
IPR044598	Zinc finger CCHC-type and RNA-binding motif-containing protein 1  Cellular Process	interpro	family		PTHR46259	GO:0000398,GO:0005689
